empid,FirstName,LastName,gender,Job Title Description,Hire Date,Rehire Date,Termination Date,Termination Reason Description,City,State,Zip,Business Unit Code,Pay Frequency,BirthDate,RegularPayRate,Scheduled Hours,Pay Grade Description,FLSA Code,Protected Veteran Status,Voluntary Involuntary Termination Flag,Home Department Code,Standard Hours,Years of Service,Position Status,Location Code,isTerm_F,is90_Day_Rookie_F,isOneYear_Rookie_F
3455,,,Female,LPN 6th Flr,4/20/15,NULL,NULL,,west Henrietta,NY,14586,1626,Weekly,1/1/73,,1,26,N,I am not a protected veteran,,162642,,"2 year, 9 months",Active,11000,0,0,0
3456,,,Female,Reimbursement Nurse Specialist,9/10/01,NULL,NULL,,Rochester,NY,14609,1600,Biweekly,1/1/67,,40,32,E,,,160092,80,"16 year, 5 months",Active,11000,0,0,0
3457,,,Male,Env Svc Assistant,9/24/01,NULL,NULL,,Rochester,NY,14617,1824,Weekly,1/1/61,,8,20,N,,,182407,,"16 year, 4 months",Active,11000,0,0,0
3460,,,Female,TCC Dining Ambassador,4/22/98,NULL,NULL,,Rochester,NY,14609,1800,Weekly,1/1/60,,40,21,N,,,182176,,"19 year, 9 months",Active,11000,0,0,0
3461,,,Male,Per Diem PTA,1/9/12,NULL,4/20/18,Elimination of Pos,Webster,NY,14580,1733,Weekly,1/1/85,,1,73- Per Diem: COTA/PTA,N,,,173302,,"6 year, 1 month",Active,11000,1,0,0
3467,,,Female,CNA 3rd Flr,10/22/12,NULL,NULL,,Rochester,NY,14609,1623,Weekly,1/1/91,,20,22,N,,,162352,,"5 year, 3 months",Active,11000,0,0,0
3469,,,Female,Dir. Finance,1/19/15,NULL,NULL,,Rochester,NY,14616,1862,Biweekly,1/1/71,,40,"96- Director, 9% Target Bonus",E,I am not a protected veteran,,183101,80,"3 year, 0 month",Active,11000,0,0,0
3481,,,Female,Pharmacy Intern,9/12/16,NULL,NULL,,Rochester,NY,14618,1760,Weekly,1/1/95,,10,25,N,I am not a protected veteran,,172705,,"1 year, 5 months",Active,11000,0,0,0
3482,,,Female,RN,4/3/17,NULL,NULL,,North Chili,NY,14514,1900,Biweekly,1/1/91,,40,31,E,I am not a protected veteran,,160503,80,"0 year, 10 months",Active,16050,0,0,0
3483,,,Female,Resident Care Aide - The Glen,2/5/18,NULL,NULL,,Webster,NY,14580,6865,Weekly,1/1/98,,16,21,N,I am not a protected veteran,,660225,,"0 year, 0 month",Active,60000,0,0,0
3488,,,Female,CNA 6th Flr,10/31/16,NULL,NULL,,Rochester,NY,14620,1626,Weekly,1/1/81,,16,22,N,I am not a protected veteran,,162652,,"1 year, 3 months",Active,11000,0,0,0
3489,,,Female,CNA WTCC1,9/24/12,NULL,NULL,,Rochester,NY,14621,1614,Weekly,1/1/71,,20,22,N,I identify myself as one or more of the classifications of protected veteran,,161157,,"5 year, 4 months",Active,16110,0,0,0
3494,,,Female,Clinical Dietician - Part time,9/24/01,5/19/08,NULL,,Pittsford,NY,14534,1840,Weekly,1/1/66,,20,28,N,,,182102,,"9 year, 8 months",Active,11000,0,0,0
3495,,,Female,C/R Driver,1/3/06,NULL,1/5/18,Normal Retirement,Rochester,NY,14617,6855,Weekly,1/1/52,,40,21,N,,,660837,,"12 year, 0 month",Terminated,60000,1,0,0
3498,,,Female,CNA WTCC1,12/12/11,NULL,2/13/18,Another Job,Brockport,NY,14420,1614,Weekly,1/1/67,,37.5,22,N,,,161157,,"6 year, 2 months",Active,16110,1,0,0
3500,,,Female,3rd Flr Nurse Manager,8/28/17,NULL,NULL,,Rochester,NY,14611,1623,Biweekly,1/1/78,,40,33,E,I am not a protected veteran,,162312,80,"0 year, 5 months",Active,11000,0,0,0
3503,,,Female,Env Svc Assistant,8/8/16,NULL,NULL,,Rochester,NY,14609,2824,Weekly,1/1/72,,35,20,N,I am not a protected veteran,,282407,,"1 year, 6 months",Active,20000,0,0,0
3505,,,Female,CNA Trainee 4th Flr,4/22/02,NULL,NULL,,Rochester,NY,14621,1624,Weekly,1/1/65,,37.5,72- Per Diem: CNA Trainee,N,,,162452,,"15 year, 9 months",Active,11000,0,0,0
3509,,,Female,Nursing Supervisor,11/5/12,NULL,NULL,,Brighton,NY,14620,2600,Weekly,1/1/88,,32,32,N,,,260402,,"5 year, 3 months",Active,20000,0,0,0
3511,,,Female,Per Diem Speech Path,6/6/16,NULL,NULL,,Rochester,NY,14617,1735,Weekly,1/1/82,,1,74- Per Diem: PT/OT/Speech Path,N,I am not a protected veteran,,273502,,"1 year, 8 months",Active,20000,0,0,0
3512,,,Female,Recreation Therapist Per Diem,8/8/16,NULL,NULL,,Webster,NY,14580,1750,Weekly,1/1/89,,1,25,N,I am not a protected veteran,,172602,,"1 year, 6 months",Active,11000,0,0,0
3514,,,Female,Per Diem Occup. Therapist,10/10/05,NULL,NULL,,Rochester,NY,14624,1734,Weekly,1/1/82,,1,74- Per Diem: PT/OT/Speech Path,N,,,173402,,"12 year, 4 months",Active,11000,0,0,0
3524,,,Female,HIM Coding Specialist,2/8/16,NULL,NULL,,Macedon,NY,14502,1724,Weekly,1/1/89,,40,26,N,I am not a protected veteran,,173906,,"2 year, 0 month",Active,11000,0,0,0
3535,,,Female,CNA WTCC2,7/10/17,NULL,1/23/18,Abandoned Job,Rochester,NY,14605,1615,Weekly,1/1/90,,40,22,N,I am not a protected veteran,Voluntary,161257,,"0 year, 6 months",Terminated,16120,1,0,1
3541,,,Male,C/R Cook,12/26/06,NULL,NULL,,Rochester,NY,14622,6840,Weekly,1/1/75,,40,23,N,,,682171,,"11 year, 1 month",Active,60000,0,0,0
3544,,,Male,LPN WTCC2,1/8/18,NULL,NULL,,Fairport,NY,14450,1615,Weekly,1/1/55,,40,26,N,I am not a protected veteran,,161247,,"0 year, 1 month",Active,16120,0,0,0
3547,,,Male,PT Assistant,8/24/15,NULL,NULL,,Churchville,NY,14428,1733,Weekly,1/1/84,,40,27,N,I am not a protected veteran,,173302,,"2 year, 5 months",Active,11000,0,0,0
3548,,,Male,Sr. CSR Technician,10/19/16,NULL,NULL,,Webster,NY,14580,1726,Weekly,1/1/88,,40,24,N,I am not a protected veteran,,172002,,"1 year, 3 months",Active,11000,0,0,0
3551,,,Female,CNA 4th Flr,8/7/17,NULL,NULL,,Rochester,NY,14619,1624,Weekly,1/1/73,,16,22,N,I am not a protected veteran,,162452,,"0 year, 6 months",Active,11000,0,0,0
3555,,,Female,Env Svc Assistant,5/14/01,NULL,NULL,,Rochester,NY,14617,1824,Weekly,1/1/73,,37.5,20,N,,,182407,,"16 year, 9 months",Active,11000,0,0,0
3556,,,Female,Resident Account Rep,7/11/16,NULL,3/2/18,Relocation,Farmington,NY,14425,1862,Weekly,1/1/79,,40,25,N,I am not a protected veteran,,183106,,"1 year, 7 months",Active,11000,1,0,0
3557,,,Male,CNA 4th Flr,1/22/18,NULL,NULL,,Rochester,NY,14609,1624,Weekly,1/1/90,,40,22,N,I am not a protected veteran,,162452,,"0 year, 0 month",Active,11000,0,0,0
3558,,,Male,PM Dining Service Assistant,9/11/17,NULL,NULL,,Rochester,NY,14605,1814,Weekly,1/1/96,,17.5,20,N,I am not a protected veteran,,181173,,"0 year, 5 months",Active,11000,0,0,0
3562,,,Female,CNA 7th Flr,5/6/13,NULL,NULL,,Rochester,NY,14613,1627,Weekly,1/1/86,,37.5,22,N,,,162752,,"4 year, 9 months",Active,11000,0,0,0
3570,,,Female,Nursing Supervisor,5/7/12,NULL,NULL,,Rochester,NY,14612,1601,Weekly,1/1/89,,1,32,N,,,160103,,"5 year, 9 months",Active,11000,0,0,0
3571,,,Male,Dining Service Assistant,9/11/17,NULL,NULL,,Rochester,NY,14613,1813,Weekly,1/1/95,,7.5,20,N,I am not a protected veteran,,182172,,"0 year, 5 months",Active,11000,0,0,0
3573,,,Female,Resident Care Aide - The Glen,12/11/17,NULL,NULL,,Rochester,NY,14621,6865,Weekly,1/1/91,,8,21,N,I am not a protected veteran,,660225,,"0 year, 2 months",Active,60000,0,0,0
3580,,,Male,Dining Service Assistant,8/6/12,NULL,NULL,,Rochester,NY,14611,1813,Weekly,1/1/90,,7.5,20,N,,,182172,,"5 year, 6 months",Active,11000,0,0,0
3585,,,Female,CNA WTCC1,3/4/13,NULL,NULL,,Rochester,NY,14611,1614,Weekly,1/1/89,,37.5,22,N,,,161157,,"4 year, 11 months",Active,16110,0,0,0
3589,,,Female,CNA 9th Flr,5/8/17,NULL,NULL,,Rochester,NY,14606,1629,Weekly,1/1/79,,16,22,N,I am not a protected veteran,,161652,,"0 year, 9 months",Active,11000,0,0,0
3590,,,Female,LPN SCU,11/5/12,NULL,NULL,,Rochester,NY,14619,1616,Weekly,1/1/87,,20,26,N,,,160146,,"5 year, 3 months",Active,16010,0,0,0
3591,,,Female,CNA SACC,2/29/16,NULL,NULL,,Rochester,NY,14609,2600,Weekly,1/1/89,,37.5,22,N,I am not a protected veteran,,260405,,"1 year, 11 months",Active,20000,0,0,0
3596,,,Male,CSR Manager,4/18/16,NULL,NULL,,Rochester,NY,14622,1726,Weekly,1/1/82,,40,29,N,I am not a protected veteran,,172002,,"1 year, 9 months",Active,11000,0,0,0
3601,,,Female,CNA 8th Flr,5/22/17,5/22/17,NULL,,Rochester,NY,14619,1628,Weekly,1/1/94,,20,22,N,,,162852,,"0 year, 8 months",Active,11000,0,0,0
3602,,,Female,C/O Env. Service Assistant,10/16/17,NULL,NULL,,Rochester,NY,14615,4824,Weekly,1/1/90,,37.5,21,N,I am not a protected veteran,,482407,,"0 year, 4 months",Active,40000,0,0,0
3603,,,Female,CNA SCU,4/11/05,5/8/17,NULL,,Rochester,NY,14609,1616,Weekly,1/1/78,,16,22,N,,,160156,,"0 year, 9 months",Active,16010,0,0,0
3610,,,Female,CNA SACC,6/18/12,NULL,NULL,,Rochester,NY,14616,2600,Weekly,1/1/77,,20,22,N,,,260405,,"5 year, 7 months",Active,20000,0,0,0
3613,,,Female,Dining Service Assistant,7/24/17,NULL,NULL,,Rochester,NY,14613,1813,Weekly,1/1/99,,7.5,20,N,I am not a protected veteran,,182172,,"0 year, 6 months",Active,11000,0,0,0
3615,,,Female,LPN SCU,11/28/96,NULL,NULL,,Rochester,NY,14622,1616,Weekly,1/1/77,,40,26,N,,,160146,,"21 year, 2 months",Active,16010,0,0,0
3616,,,Female,Resident Care Aide - Rainier Grove,3/10/08,NULL,NULL,,Rochester,NY,14609,6870,Weekly,1/1/88,,22.5,21,N,,,660195,,"9 year, 11 months",Active,60000,0,0,0
3617,,,Female,Per Diem Phys. Therapist,3/1/03,NULL,NULL,,W. Henrietta,NY,14586,1733,Weekly,1/1/76,,1,74- Per Diem: PT/OT/Speech Path,N,,,173302,,"14 year, 11 months",Active,11000,0,0,0
3618,,,Female,CNA 9th Flr,5/7/12,NULL,NULL,,Rochester,NY,14609,1629,Weekly,1/1/87,,1,22,N,,,161652,,"5 year, 9 months",Active,11000,0,0,0
3619,,,Female,LPN 5th Flr,5/5/14,NULL,NULL,,Rochester,NY,14616,1625,Weekly,1/1/91,,20,26,N,,,162542,,"3 year, 9 months",Active,11000,0,0,0
3621,,,Female,TCC Dining Ambassador,5/2/16,NULL,NULL,,Irondequoit,NY,14617,1800,Weekly,1/1/93,,16,21,N,I am not a protected veteran,,182176,,"1 year, 9 months",Active,11000,0,0,0
3623,,,Female,LPN 6th Flr,1/22/18,NULL,NULL,,Walworth,NY,14568,1626,Weekly,1/1/95,,40,26,N,I am not a protected veteran,,162642,,"0 year, 0 month",Active,11000,0,0,0
3627,,,Female,SACC Sr. Concierge,9/11/00,NULL,NULL,,Rochester,NY,14616,2838,Weekly,1/1/79,,24,23,N,,,283816,,"17 year, 5 months",Active,20000,0,0,0
3634,,,Female,PM Dining Service Assistant,9/11/17,NULL,4/6/18,Abandoned Job,Rochester,NY,14621,1814,Weekly,1/1/96,,25,20,N,I am not a protected veteran,,181173,,"0 year, 5 months",Active,11000,1,0,1
3636,,,Female,LPN 7th Flr,1/4/16,NULL,3/28/18,Return to School,Rochester,NY,14609,1627,Weekly,1/1/92,,1,26,N,I am not a protected veteran,,162742,,"2 year, 1 month",Active,11000,1,0,0
3640,,,Female,CNA SACC,12/11/17,NULL,4/23/18,Invol- Theft,Rochester,NY,14608,2600,Weekly,1/1/90,,20,22,N,I am not a protected veteran,,260405,,"0 year, 2 months",Active,20000,1,0,1
3642,,,Female,CNA WTCC2,1/8/18,NULL,NULL,,Rochester,NY,14613,1615,Weekly,1/1/90,,40,22,N,I am not a protected veteran,,161257,,"0 year, 1 month",Active,16120,0,0,0
3645,,,Female,LPN 5th Flr,9/14/15,NULL,NULL,,Rochester,NY,14615,1625,Weekly,1/1/88,,40,26,N,I am not a protected veteran,,162542,,"2 year, 5 months",Active,11000,0,0,0
3648,,,Female,CNA 7th Flr,5/9/11,NULL,NULL,,Rochester,NY,14612,1627,Weekly,1/1/80,,37.5,22,N,,,162752,,"6 year, 9 months",Active,11000,0,0,0
3650,,,Female,CNA 6th Flr,3/20/17,NULL,8/14/17,Abandoned Job,Rochester,NY,14612,1626,Weekly,1/1/98,,20,22,N,I am not a protected veteran,Voluntary,162652,,"0 year, 4 months",Terminated,11000,1,0,1
3653,,,Female,CNA LCC,12/13/93,NULL,NULL,,Rochester,NY,14615,1604,Weekly,1/1/67,,40,22,N,,,160415,,"24 year, 2 months",Active,16040,0,0,0
3655,,,Female,AM Household Dining Asst,11/14/05,NULL,NULL,,Rochester,NY,14622,1813,Weekly,1/1/72,,40,20,N,,,182172,,"12 year, 3 months",Active,11000,0,0,0
3656,,,Female,Executive Director of WTCC,11/11/02,NULL,NULL,,Geneseo,NY,14454,1614,Biweekly,1/1/67,,40,"97- VP, 15% Target Bonus",E,,,161117,80,"15 year, 3 months",Active,11000,0,0,0
3657,,,Female,Nursing Supervisor,5/23/11,12/22/17,NULL,,Rochester,NY,14617,2600,Weekly,1/1/48,,1,32,N,,,260402,,"0 year, 1 month",Active,20000,0,0,0
3659,,,Female,CNA WTCC3,2/20/12,NULL,NULL,,Rochester,NY,14609,1618,Weekly,1/1/65,,37.5,22,N,,,161357,,"5 year, 11 months",Active,16130,0,0,0
3666,,,Female,Social Worker MSW,2/20/17,NULL,NULL,,Rochester,NY,14618,1770,Biweekly,1/1/60,,40,28,E,I am not a protected veteran,,173802,80,"0 year, 11 months",Active,11000,0,0,0
3671,,,Female,Nursing Supervisor,6/6/16,NULL,NULL,,Rochester,NY,14619,1601,Weekly,1/1/91,,32,32,N,I am not a protected veteran,,160103,,"1 year, 8 months",Active,11000,0,0,0
3673,,,Female,CNA 8th Flr,4/7/14,NULL,NULL,,Rochester,NY,14608,1628,Weekly,1/1/90,,20,22,N,,,162852,,"3 year, 10 months",Active,11000,0,0,0
3679,,,Female,CNA 5th Flr,4/7/14,NULL,NULL,,Rochester,NY,14608,1625,Weekly,1/1/91,,37.5,22,N,,,162552,,"3 year, 10 months",Active,11000,0,0,0
3683,,,Male,PM Dining Service Assistant,1/4/16,NULL,NULL,,Rochester,NY,14621,1814,Weekly,1/1/97,,17.5,20,N,I am not a protected veteran,,181173,,"2 year, 1 month",Active,11000,0,0,0
3688,,,Female,CNA SACC,4/3/17,NULL,NULL,,Irondequoit,NY,14617,2600,Weekly,1/1/87,,16,22,N,I am not a protected veteran,,260405,,"0 year, 10 months",Active,20000,0,0,0
3695,,,Female,LPN 8th Flr,11/30/15,10/3/16,NULL,,Rochester,NY,14608,1628,Weekly,1/1/89,,40,26,N,I am not a protected veteran,,162842,,"1 year, 4 months",Active,11000,0,0,0
3701,,,Male,C/R Waitstaff,10/5/15,NULL,NULL,,Rochester,NY,14621,6845,Weekly,1/1/93,,37.5,20,N,I am not a protected veteran,,682127,,"2 year, 4 months",Active,60000,0,0,0
3702,,,Male,AM Household Dining Asst,11/6/17,NULL,NULL,,Rochester,NY,14611,1813,Weekly,1/1/96,,7.5,20,N,I am not a protected veteran,,182172,,"0 year, 3 months",Active,11000,0,0,0
3705,,,Female,CNA SACC,10/2/01,7/23/09,2/1/18,Relocation,Rochester,NY,14615,2600,Weekly,1/1/76,,1,22,N,,,260405,,"8 year, 6 months",Terminated,20000,1,0,0
3711,,,Female,Pastoral Care Coordinator,3/19/01,NULL,1/2/18,Normal Retirement,Fairport,NY,14450,1710,Weekly,1/1/45,,25,27,N,,Voluntary,173832,,"16 year, 9 months",Terminated,11000,1,0,0
3712,,,Female,CNA 5th Flr,4/18/16,NULL,NULL,,Rochester,NY,14611,1625,Weekly,1/1/82,,37.5,22,N,I am not a protected veteran,,162552,,"1 year, 9 months",Active,11000,0,0,0
3713,,,Female,LPN 2nd Flr,11/27/17,NULL,NULL,,Rochester,NY,14609,1622,Weekly,1/1/62,,40,26,N,I am not a protected veteran,,162942,,"0 year, 2 months",Active,11000,0,0,0
3717,,,Female,Clerk - Cafe Rizzo,9/11/17,NULL,NULL,,Rochester,NY,14617,1838,Weekly,1/1/55,,16,20,N,I am not a protected veteran,,183986,,"0 year, 5 months",Active,11000,0,0,0
3719,,,Female,CNA 3rd Flr,4/18/16,NULL,NULL,,Rochester,NY,14621,1623,Weekly,1/1/92,,1,22,N,I am not a protected veteran,,162352,,"1 year, 9 months",Active,11000,0,0,0
3725,,,Female,Resident Care Aide - The Glen,2/18/17,NULL,NULL,,Rochester,NY,14611,6865,Weekly,1/1/86,,1,21,N,I am not a protected veteran,,660225,,"0 year, 11 months",Active,60000,0,0,0
3726,,,Female,CNA 7th Flr,2/14/00,3/23/15,NULL,,Rochester,NY,14626,1627,Weekly,1/1/64,,20,22,N,,,162752,,"2 year, 10 months",Active,11000,0,0,0
3728,,,Female,CNA 7th Flr,12/19/01,NULL,NULL,,Rochester,NY,14615,1627,Weekly,1/1/83,,37.5,22,N,,,162752,,"16 year, 1 month",Active,11000,0,0,0
3731,,,Female,CNA 7th Flr,11/28/16,NULL,NULL,,Rochester,NY,14622,1627,Weekly,1/1/79,,16,22,N,I am not a protected veteran,,162752,,"1 year, 2 months",Active,11000,0,0,0
3733,,,Female,CNA WTCC1,3/5/12,NULL,NULL,,Rochester,NY,14619,1614,Weekly,1/1/63,,40,22,N,,,161157,,"5 year, 11 months",Active,16110,0,0,0
3737,,,Female,LPN SACC,6/2/08,NULL,NULL,,Webster,NY,14580,2600,Weekly,1/1/67,,40,26,N,,,260404,,"9 year, 8 months",Active,20000,0,0,0
3739,,,Female,Dining Service Assistant,1/22/18,NULL,NULL,,Rochester,NY,14621,1800,Weekly,1/1/98,,15,20,N,I am not a protected veteran,,182172,,"0 year, 0 month",Active,11000,0,0,0
3740,,,Female,Env Svc Assistant,12/12/16,NULL,4/9/18,Abandoned Job,Rochester,NY,14609,2824,Weekly,1/1/83,,16,20,N,I am not a protected veteran,,282407,,"1 year, 2 months",Active,20000,1,0,0
3743,,,Female,CNA 2nd Flr,4/8/13,NULL,NULL,,Rochester,NY,14621,1622,Weekly,1/1/59,,40,22,N,,,162952,,"4 year, 10 months",Active,11000,0,0,0
3744,,,Female,TCC Dining Ambassador,10/20/14,NULL,3/14/18,Reorganization,Rochester,NY,14617,1800,Weekly,1/1/56,,8,21,N,I am not a protected veteran,,182176,,"3 year, 3 months",Active,11000,1,0,0
3745,,,Female,CNA SACC,12/18/17,NULL,NULL,,Rochester,NY,14611,2600,Weekly,1/1/82,,8,22,N,I am not a protected veteran,,260405,,"0 year, 1 month",Active,20000,0,0,0
3758,,,Female,CNA 9th Flr,10/23/17,NULL,NULL,,Rochester,NY,14607,1629,Weekly,1/1/94,,37.5,22,N,I am not a protected veteran,,161642,,"0 year, 3 months",Active,11000,0,0,0
3761,,,Female,CNA 6th Flr,8/22/16,8/22/16,NULL,,Rochester,NY,14613,1626,Weekly,1/1/79,,37.5,22,N,,,162652,,"1 year, 5 months",Active,11000,0,0,0
3762,,,Female,CNA 3rd Flr,5/2/16,NULL,NULL,,Rochester,NY,14606,1623,Weekly,1/1/81,,20,22,N,I am not a protected veteran,,162352,,"1 year, 9 months",Active,11000,0,0,0
3764,,,Female,LPN SCU,6/21/10,NULL,NULL,,Rochester,NY,14623,1616,Weekly,1/1/71,,20,26,N,,,160146,,"7 year, 7 months",Active,16010,0,0,0
3765,,,Male,Env Svc Assistant,1/19/15,NULL,NULL,,Rochester,NY,14606,1824,Weekly,1/1/58,,37.5,20,N,,,182407,,"3 year, 0 month",Active,11000,0,0,0
3767,,,Male,C/R Sous Chef,11/7/05,NULL,NULL,,Ontario,NY,14519,6840,Weekly,1/1/64,,40,25,N,,,682171,,"12 year, 3 months",Active,60000,0,0,0
3770,,,Female,CNA SACC,6/9/14,NULL,NULL,,Rochester,NY,14609,2600,Weekly,1/1/70,,1,22,N,,,260405,,"3 year, 8 months",Active,20000,0,0,0
3773,,,Female,Per Diem Occup. Therapist,9/26/11,4/20/15,4/20/18,Elimination of Pos,Rochester,NY,14607,1734,Weekly,1/1/80,,1,74- Per Diem: PT/OT/Speech Path,N,I am not a protected veteran,,173402,,"2 year, 9 months",Active,11000,1,0,0
3774,,,Female,CNA 6th Flr,9/12/16,NULL,NULL,,Rochester,NY,14621,1626,Weekly,1/1/65,,37.5,22,N,I am not a protected veteran,,162652,,"1 year, 5 months",Active,11000,0,0,0
3775,,,Female,Clerk - Cafe Rizzo,1/9/12,NULL,NULL,,Penfield,NY,14526,1838,Weekly,1/1/48,,1,20,N,,,183986,,"6 year, 1 month",Active,11000,0,0,0
3777,,,Female,Laundry Team Leader,3/13/00,NULL,NULL,,Rochester,NY,14621,1825,Weekly,1/1/56,,40,21,N,,,182507,,"17 year, 11 months",Active,11000,0,0,0
3778,,,Female,CNA 8th Flr,9/11/17,NULL,NULL,,Rochester,NY,14621,1628,Weekly,1/1/86,,20,22,N,I am not a protected veteran,,162852,,"0 year, 5 months",Active,11000,0,0,0
3779,,,Female,C/R Pastoral Care Coordinator,10/10/05,NULL,1/5/18,Normal Retirement,Rochester,NY,14618,6850,Weekly,1/1/32,,25,27,N,,,673831,,"12 year, 2 months",Terminated,60000,1,0,0
3783,,,Female,HIM Associate,10/17/11,NULL,NULL,,Rochester,NY,14613,1724,Weekly,1/1/85,,40,22,N,,,173906,,"6 year, 3 months",Active,11000,0,0,0
3788,,,Male,PM Dining Service Assistant,9/23/13,NULL,NULL,,Rochester,NY,14606,1814,Weekly,1/1/57,,18.5,20,N,,,181173,,"4 year, 4 months",Active,11000,0,0,0
3792,,,Female,LPN 9th Flr,7/12/10,NULL,NULL,,Rochester,NY,14610,1629,Weekly,1/1/85,,1,26,N,,,161642,,"7 year, 7 months",Active,11000,0,0,0
3793,,,Female,Nursing Care Coordinator WTCC2,9/11/17,NULL,NULL,,Rochester,NY,14617,1615,Weekly,1/1/83,,40,31,N,I am not a protected veteran,,161237,,"0 year, 5 months",Active,16120,0,0,0
3796,,,Female,LPN 5th Flr,5/5/16,5/5/16,NULL,,Rochester,NY,14621,1625,Weekly,1/1/64,,40,26,N,,,162542,,"1 year, 9 months",Active,11000,0,0,0
3799,,,Female,HR Service Coordinator,5/10/10,NULL,NULL,,East Rochester,NY,14445,1852,Biweekly,1/1/82,,40,28,E,,,183916,80,"7 year, 9 months",Active,11000,0,0,0
3805,,,Female,Occupational Therapist,4/20/15,NULL,NULL,,Spencerport,NY,14559,1734,Biweekly,1/1/92,,40,32,E,I am not a protected veteran,,173402,80,"2 year, 9 months",Active,11000,0,0,0
3807,,,Female,Resident Care Aide - Rainier Grove,2/4/17,NULL,NULL,,Webster,NY,14580,6870,Weekly,1/1/98,,1,21,N,I am not a protected veteran,,660195,,"1 year, 0 month",Active,60000,0,0,0
3808,,,Female,CNA 8th Flr,3/21/17,NULL,2/11/18,Abandoned Job,Rochester,NY,14609,1628,Weekly,1/1/84,,37.5,22,N,I am not a protected veteran,Voluntary,162852,,"0 year, 10 months",Terminated,11000,1,0,1
3812,,,Female,LPN SCU,8/9/04,NULL,NULL,,Rochester,NY,14610,1616,Weekly,1/1/80,,20,26,N,,,160146,,"13 year, 6 months",Active,16010,0,0,0
3813,,,Male,Maintenance Foreman,1/28/08,NULL,NULL,,Leroy,NY,14482,1822,Weekly,1/1/63,,40,29,N,,,182201,,"10 year, 0 month",Active,11000,0,0,0
3814,,,Male,Dir. Food & Nutrition Services,7/9/01,NULL,NULL,,Fairport,NY,14450,1840,Biweekly,1/1/56,,40,"96- Director, 9% Target Bonus",E,,,182101,80,"16 year, 7 months",Active,11000,0,0,0
3823,,,Male,VP St. Anns Foundation & Reso,5/27/03,NULL,NULL,,Rochester,NY,14619,1832,Biweekly,1/1/58,,40,"97- VP, 15% Target Bonus",E,,,383551,80,"14 year, 8 months",Active,30000,0,0,0
3827,,,Male,C/R Waitstaff,12/31/17,NULL,NULL,,Ontario,NY,14519,6845,Weekly,1/1/00,,20,20,N,I am not a protected veteran,,682127,,"0 year, 1 month",Active,60000,0,0,0
3833,,,Female,Clinical Dietician - Part time,10/11/16,NULL,NULL,,Victor,NY,14564,1840,Weekly,1/1/82,,20,28,N,I am not a protected veteran,,182102,,"1 year, 4 months",Active,11000,0,0,0
3839,,,Female,Diet Technician,6/15/04,3/24/09,NULL,,Rochester,NY,14612,1840,Weekly,1/1/59,,1,25,N,,,182102,,"8 year, 10 months",Active,11000,0,0,0
3840,,,Female,Sr. CNA/Preceptor TH,3/28/88,NULL,NULL,,Rochester,NY,14606,2600,Weekly,1/1/56,,40,23,N,,,260405,,"29 year, 10 months",Active,20000,0,0,0
3841,,,Female,SA Receptionist,1/28/96,NULL,NULL,,Rochester,NY,14617,1864,Weekly,1/1/47,,1,21,N,,,183816,,"22 year, 0 month",Active,11000,0,0,0
3843,,,Female,C/R Concierge,5/17/04,8/31/12,NULL,,Fairport,NY,14450,6820,Weekly,1/1/46,,13.5,22,N,,,683816,,"5 year, 5 months",Active,60000,0,0,0
3844,,,Female,CNA 5th Flr,5/24/04,NULL,NULL,,Rochester,NY,14611,1625,Weekly,1/1/70,,37.5,22,N,,,162552,,"13 year, 8 months",Active,11000,0,0,0
3845,,,Female,C/R MC LPN Supervisor,11/10/05,NULL,NULL,,Rochester,NY,14625,6870,Weekly,1/1/56,,40,28,N,I am not a protected veteran,,660194,,"12 year, 3 months",Active,60000,0,0,0
3847,,,Female,VP & Administrator,5/14/01,NULL,NULL,,Penfield,NY,14526,1720,Biweekly,1/1/70,,40,"97- VP, 15% Target Bonus",E,,,183951,80,"16 year, 9 months",Active,11000,0,0,0
3848,,,Female,Physical Therapist,7/12/10,NULL,NULL,,Webster,NY,14580,1733,Biweekly,1/1/56,,40,32,E,,,173302,80,"7 year, 7 months",Active,11000,0,0,0
3849,,,Female,Clinical Assistant,4/16/12,NULL,NULL,,Rochester,NY,14624,1744,Weekly,1/1/49,,10,22,N,,,172905,,"5 year, 10 months",Active,11000,0,0,0
3852,,,Female,Driver,7/2/15,NULL,NULL,,Rochester,NY,14617,3660,Weekly,1/1/56,,1,21,N,I am not a protected veteran,,160837,,"2 year, 7 months",Active,16080,0,0,0
3853,,,Female,Retail Service Associate Bistr,2/22/16,NULL,NULL,,Rochester,NY,14609,1828,Weekly,1/1/57,,20,22,N,I am not a protected veteran,,182375,,"1 year, 11 months",Active,11000,0,0,0
3854,,,Female,Wound Healing Center RN Part Time,12/5/16,NULL,4/28/18,Personal,Fairport,NY,14450,1900,Weekly,1/1/61,,24,31,N,I am not a protected veteran,,160503,,"1 year, 2 months",Active,16050,1,0,0
3855,,,Female,Sr. Nurse Practitioner,3/18/02,NULL,9/6/13,Another Job,Rochester,NY,14610,1740,Biweekly,1/1/55,,40,ADON/Comp Crd,E,,,174102,,"11 year, 5 months",Terminated,11000,1,0,0
3861,,,Female,Env Svc Assistant,8/7/17,NULL,NULL,,Rochester,NY,14621,1824,Weekly,1/1/74,,37.5,20,N,I am not a protected veteran,,182407,,"0 year, 6 months",Active,11000,0,0,0
